action,addr,advpnsc,assignip,auditid,auditreporttype,auditscore,audittime,bandwidth,cookies,cpu,criticalcount,date,devid,devname,dhcp_msg,dir,disk,disklograte,duration,error_num,espauth,esptransform,eventtime,exch,fazlograte,freediskstorage,group,highcount,hostname,idseq,in_spi,init,interface,ip,itime,lease,level,locip,locport,logdesc,logid,logver,lowcount,mac,mediumcount,mem,mode,msg,name,nextstat,out_spi,outintf,passedcount,peer_notif,rcvdbyte,reason,remip,remport,result,role,sentbyte,seq,setuprate,spi,stage,status,subtype,sysuptime,time,total,totalsession,tunnelid,tunnelip,tunneltype,type,tz,ui,used,user,useralt,vd,version,vpntunnel,waninfo,xauthgroup,xauthuser
,,,,,,,,,,,,2025-07-07,FGT80FTK22013405,mg-project-bari,Ack,,,,,,,,1751868309950188530,,,,,,ArcherAX55,19900372806008841,,,internal1,10.63.44.101,1751868313,86400,information,,,DHCP Ack log,0100026001,0702111740,,9C:53:22:49:C7:8C,,,,DHCP server sends a DHCPACK,,,,,,,,,,,,,,,,,,,system,,08:05:10,,,,,,event,+0200,,,,,root,,,,,
,,,,,,,,,,,,2025-07-07,FGT80FTK22013405,mg-project-bari,Ack,,,,,,,,1751868420330592130,,,,,,ArcherAX55,19900372806008854,,,internal1,10.63.44.101,1751868423,86400,information,,,DHCP Ack log,0100026001,0702111740,,9C:53:22:49:C7:8C,,,,DHCP server sends a DHCPACK,,,,,,,,,,,,,,,,,,,system,,08:07:01,,,,,,event,+0200,,,,,root,,,,,
perf-stats,,,,,,,,2/5,,0,,2025-07-07,FGT80FTK22013405,mg-project-bari,,,0,0,,,,,1751868426427524550,,0,0,,,,19900372806008848,,,,,1751868428,,notice,,,System performance statistics,0100040704,0702111740,,,,41,,Performance statistics: average CPU: 0; memory:  41; concurrent sessions:  51; setup-rate: 0,,,,,,,,,,,,,,,0,,,,system,1229242,08:07:07,,51,,,,event,+0200,,,,,root,,,name=wan1;bytes=1647886566/6978718574;packets=8519345/10900309;,,
,,,,,,,,,,,,2025-07-07,FGT80FTK22013405,mg-project-bari,Ack,,,,,,,,1751868530680914150,,,,,,ArcherAX55,19900372806008858,,,internal1,10.63.44.101,1751868533,86400,information,,,DHCP Ack log,0100026001,0702111740,,9C:53:22:49:C7:8C,,,,DHCP server sends a DHCPACK,,,,,,,,,,,,,,,,,,,system,,08:08:50,,,,,,event,+0200,,,,,root,,,,,
,,,,,,,,,,,,2025-07-07,FGT80FTK22013405,mg-project-bari,Ack,,,,,,,,1751868641061252270,,,,,,ArcherAX55,19900372806008862,,,internal1,10.63.44.101,1751868644,86400,information,,,DHCP Ack log,0100026001,0702111740,,9C:53:22:49:C7:8C,,,,DHCP server sends a DHCPACK,,,,,,,,,,,,,,,,,,,system,,08:10:41,,,,,,event,+0200,,,,,root,,,,,
tunnel-stats,,0,N/A,,,,,,2e6b531f8cb1165a/d3b327f511e45127,,,2025-07-07,FGT80FTK22013405,mg-project-bari,,,,,1228990,,,,1751868687432936510,,,,N/A,,,19900372806008859,,,,,1751868689,,notice,93.64.253.210,500,IPsec tunnel statistics,0101037141,0702111740,,,,,,IPsec tunnel statistics,,600,,wan1,,,201860258,,88.61.48.146,500,,,437018703,,,,,,vpn,,08:11:27,,,2206215695,N/A,ipsec,event,+0200,,,88.61.48.146,N/A,root,,to-pescara-pri,,N/A,N/A
perf-stats,,,,,,,,7/8,,0,,2025-07-07,FGT80FTK22013405,mg-project-bari,,,0,0,,,,,1751868726447482770,,0,0,,,,19900372806008841,,,,,1751868729,,notice,,,System performance statistics,0100040704,0702111740,,,,41,,Performance statistics: average CPU: 0; memory:  41; concurrent sessions:  46; setup-rate: 1,,,,,,,,,,,,,,,1,,,,system,1229542,08:12:07,,46,,,,event,+0200,,,,,root,,,name=wan1;bytes=1648154645/6978935215;packets=8520646/10901673;,,
,,,,,,,,,,,,2025-07-07,FGT80FTK22013405,mg-project-bari,Ack,,,,,,,,1751868751441648130,,,,,,ArcherAX55,19900372806008931,,,internal1,10.63.44.101,1751868754,86400,information,,,DHCP Ack log,0100026001,0702111740,,9C:53:22:49:C7:8C,,,,DHCP server sends a DHCPACK,,,,,,,,,,,,,,,,,,,system,,08:12:31,,,,,,event,+0200,,,,,root,,,,,
,,,,,,,,,,,,2025-07-07,FGT80FTK22013405,mg-project-bari,Ack,,,,,,,,1751868861832185450,,,,,,ArcherAX55,19900372806008854,,,internal1,10.63.44.101,1751868863,86400,information,,,DHCP Ack log,0100026001,0702111740,,9C:53:22:49:C7:8C,,,,DHCP server sends a DHCPACK,,,,,,,,,,,,,,,,,,,system,,08:14:22,,,,,,event,+0200,,,,,root,,,,,
,,,,,,,,,,,,2025-07-07,FGT80FTK22013405,mg-project-bari,Ack,,,,,,,,1751868972232252210,,,,,,ArcherAX55,19900372806008832,,,internal1,10.63.44.101,1751868975,86400,information,,,DHCP Ack log,0100026001,0702111740,,9C:53:22:49:C7:8C,,,,DHCP server sends a DHCPACK,,,,,,,,,,,,,,,,,,,system,,08:16:12,,,,,,event,+0200,,,,,root,,,,,
perf-stats,,,,,,,,2/4,,0,,2025-07-07,FGT80FTK22013405,mg-project-bari,,,0,0,,,,,1751869026447487210,,0,0,,,,19900372806008936,,,,,1751869026,,notice,,,System performance statistics,0100040704,0702111740,,,,41,,Performance statistics: average CPU: 0; memory:  41; concurrent sessions:  55; setup-rate: 0,,,,,,,,,,,,,,,0,,,,system,1229842,08:17:06,,55,,,,event,+0200,,,,,root,,,name=wan1;bytes=1648439633/6979177682;packets=8522007/10903044;,,
,,,,,,,,,,,,2025-07-07,FGT80FTK22013405,mg-project-bari,Ack,,,,,,,,1751869082622643250,,,,,,ArcherAX55,19900372806008911,,,internal1,10.63.44.101,1751869084,86400,information,,,DHCP Ack log,0100026001,0702111740,,9C:53:22:49:C7:8C,,,,DHCP server sends a DHCPACK,,,,,,,,,,,,,,,,,,,system,,08:18:02,,,,,,event,+0200,,,,,root,,,,,
,,,,1751869087722,OptimizationReport,95.0,1751869089,,,,0,2025-07-07,FGT80FTK22013405,mg-project-bari,,,,,,,,,1751869089022200330,,,,,0,,19900372806008877,,,,,1751869089,,notice,,,Security Rating summary,0110052000,0702111740,2,,0,,,,,,,,7,,,,,,,,,,,,,,security-rating,,08:18:09,,,,,,event,+0200,,,,,root,,,,,
,,,,1751869087674,CoverageReport,40.0,1751869089,,,,3,2025-07-07,FGT80FTK22013405,mg-project-bari,,,,,,,,,1751869089239659490,,,,,1,,19900372806008878,,,,,1751869089,,notice,,,Security Rating summary,0110052000,0702111740,0,,0,,,,,,,,12,,,,,,,,,,,,,,security-rating,,08:18:09,,,,,,event,+0200,,,,,root,,,,,
,,,,1751869087674,CoverageReport,-42.3,1751869089,,,,0,2025-07-07,FGT80FTK22013405,mg-project-bari,,,,,,,,,1751869089239699310,,,,,0,,19900372806008879,,,,,1751869089,,notice,,,Security Rating result change,0110052001,0702111740,0,,0,,,,,,,,-2,,,,,,,,,,,,,,security-rating,,08:18:09,,,,,,event,+0200,,,,,root,,,,,
,,,,1751869087724,PostureReport,105.0,1751869089,,,,3,2025-07-07,FGT80FTK22013405,mg-project-bari,,,,,,,,,1751869089864276090,,,,,3,,19900372806008918,,,,,1751869090,,notice,,,Security Rating summary,0110052000,0702111740,0,,2,,,,,,,,16,,,,,,,,,,,,,,security-rating,,08:18:09,,,,,,event,+0200,,,,,root,,,,,
,,,,1751869087724,PostureReport,-4.5,1751869089,,,,0,2025-07-07,FGT80FTK22013405,mg-project-bari,,,,,,,,,1751869089864314130,,,,,0,,19900372806008919,,,,,1751869090,,notice,,,Security Rating result change,0110052001,0702111740,0,,-2,,,,,,,,-2,,,,,,,,,,,,,,security-rating,,08:18:09,,,,,,event,+0200,,,,,root,,,,,
,FCTEMS_ALL_FORTICLOUD_SERVERS,,,,,,,,,,,2025-07-07,FGT80FTK22013405,mg-project-bari,,,,,,,,,1751869187989932510,,,,,,,19900372806008918,,,,,1751869190,,information,,,Dynamic address updated.,0112053203,0702111740,,,,,,Updated tag FCTEMS_ALL_FORTICLOUD_SERVERS,,,,,,,,,,,,,,,,,,,connector,,08:19:48,,,,,,event,+0200,,,,,root,,,,,
,,,,,,,,,,,,2025-07-07,FGT80FTK22013405,mg-project-bari,Ack,,,,,,,,1751869193003029530,,,,,,ArcherAX55,19900372806008919,,,internal1,10.63.44.101,1751869193,86400,information,,,DHCP Ack log,0100026001,0702111740,,9C:53:22:49:C7:8C,,,,DHCP server sends a DHCPACK,,,,,,,,,,,,,,,,,,,system,,08:19:53,,,,,,event,+0200,,,,,root,,,,,
tunnel-stats,,0,N/A,,,,,,2e6b531f8cb1165a/d3b327f511e45127,,,2025-07-07,FGT80FTK22013405,mg-project-bari,,,,,1229590,,,,1751869287432970870,,,,N/A,,,19900372806008860,,,,,1751869290,,notice,93.64.253.210,500,IPsec tunnel statistics,0101037141,0702111740,,,,,,IPsec tunnel statistics,,600,,wan1,,,201984490,,88.61.48.146,500,,,437297971,,,,,,vpn,,08:21:28,,,2206215695,N/A,ipsec,event,+0200,,,88.61.48.146,N/A,root,,to-pescara-pri,,N/A,N/A
,,,,,,,,,,,,2025-07-07,FGT80FTK22013405,mg-project-bari,Ack,,,,,,,,1751869303393366810,,,,,,ArcherAX55,19900372806008857,,,internal1,10.63.44.101,1751869304,86400,information,,,DHCP Ack log,0100026001,0702111740,,9C:53:22:49:C7:8C,,,,DHCP server sends a DHCPACK,,,,,,,,,,,,,,,,,,,system,,08:21:44,,,,,,event,+0200,,,,,root,,,,,
perf-stats,,,,,,,,3/2,,0,,2025-07-07,FGT80FTK22013405,mg-project-bari,,,0,0,,,,,1751869326467437070,,0,0,,,,19900372806008953,,,,,1751869328,,notice,,,System performance statistics,0100040704,0702111740,,,,41,,Performance statistics: average CPU: 0; memory:  41; concurrent sessions:  48; setup-rate: 1,,,,,,,,,,,,,,,1,,,,system,1230142,08:22:06,,48,,,,event,+0200,,,,,root,,,name=wan1;bytes=1648845872/6979447666;packets=8523478/10904523;,,
,,,,,,,,,,,,2025-07-07,FGT80FTK22013405,mg-project-bari,Ack,,,,,,,,1751869413753711990,,,,,,ArcherAX55,19900372806008872,,,internal1,10.63.44.101,1751869416,86400,information,,,DHCP Ack log,0100026001,0702111740,,9C:53:22:49:C7:8C,,,,DHCP server sends a DHCPACK,,,,,,,,,,,,,,,,,,,system,,08:23:34,,,,,,event,+0200,,,,,root,,,,,
,,,,,,,,,,,,2025-07-07,FGT80FTK22013405,mg-project-bari,Ack,,,,,,,,1751869524114027410,,,,,,ArcherAX55,19900372806008877,,,internal1,10.63.44.101,1751869525,86400,information,,,DHCP Ack log,0100026001,0702111740,,9C:53:22:49:C7:8C,,,,DHCP server sends a DHCPACK,,,,,,,,,,,,,,,,,,,system,,08:25:24,,,,,,event,+0200,,,,,root,,,,,
perf-stats,,,,,,,,9/17,,0,,2025-07-07,FGT80FTK22013405,mg-project-bari,,,0,0,,,,,1751869626477501150,,0,0,,,,19900372806008920,,,,,1751869629,,notice,,,System performance statistics,0100040704,0702111740,,,,41,,Performance statistics: average CPU: 0; memory:  41; concurrent sessions:  54; setup-rate: 1,,,,,,,,,,,,,,,1,,,,system,1230442,08:27:07,,54,,,,event,+0200,,,,,root,,,name=wan1;bytes=1649148570/6979693594;packets=8524859/10905916;,,
,,,,,,,,,,,,2025-07-07,FGT80FTK22013405,mg-project-bari,Ack,,,,,,,,1751869634464344190,,,,,,ArcherAX55,19900372806008929,,,internal1,10.63.44.101,1751869634,86400,information,,,DHCP Ack log,0100026001,0702111740,,9C:53:22:49:C7:8C,,,,DHCP server sends a DHCPACK,,,,,,,,,,,,,,,,,,,system,,08:27:14,,,,,,event,+0200,,,,,root,,,,,
,,,,,,,,,,,,2025-07-07,FGT80FTK22013405,mg-project-bari,Ack,,,,,,,,1751869744834687130,,,,,,ArcherAX55,19900372806008862,,,internal1,10.63.44.101,1751869747,86400,information,,,DHCP Ack log,0100026001,0702111740,,9C:53:22:49:C7:8C,,,,DHCP server sends a DHCPACK,,,,,,,,,,,,,,,,,,,system,,08:29:05,,,,,,event,+0200,,,,,root,,,,,
,,,,,,,,,,,,2025-07-07,FGT80FTK22013405,mg-project-bari,Ack,,,,,,,,1751869855215199010,,,,,,ArcherAX55,19900372806008837,,,internal1,10.63.44.101,1751869856,86400,information,,,DHCP Ack log,0100026001,0702111740,,9C:53:22:49:C7:8C,,,,DHCP server sends a DHCPACK,,,,,,,,,,,,,,,,,,,system,,08:30:55,,,,,,event,+0200,,,,,root,,,,,
tunnel-stats,,0,N/A,,,,,,2e6b531f8cb1165a/d3b327f511e45127,,,2025-07-07,FGT80FTK22013405,mg-project-bari,,,,,1230190,,,,1751869887442905390,,,,N/A,,,19900372806008840,,,,,1751869888,,notice,93.64.253.210,500,IPsec tunnel statistics,0101037141,0702111740,,,,,,IPsec tunnel statistics,,600,,wan1,,,202083910,,88.61.48.146,500,,,437477222,,,,,,vpn,,08:31:27,,,2206215695,N/A,ipsec,event,+0200,,,88.61.48.146,N/A,root,,to-pescara-pri,,N/A,N/A
perf-stats,,,,,,,,5/4,,0,,2025-07-07,FGT80FTK22013405,mg-project-bari,,,0,0,,,,,1751869926487598090,,0,0,,,,19900372806008874,,,,,1751869928,,notice,,,System performance statistics,0100040704,0702111740,,,,41,,Performance statistics: average CPU: 0; memory:  41; concurrent sessions:  46; setup-rate: 1,,,,,,,,,,,,,,,1,,,,system,1230742,08:32:06,,46,,,,event,+0200,,,,,root,,,name=wan1;bytes=1649414143/6979910573;packets=8526181/10907291;,,
,,,,,,,,,,,,2025-07-07,FGT80FTK22013405,mg-project-bari,Ack,,,,,,,,1751869965595377590,,,,,,ArcherAX55,19900372806008948,,,internal1,10.63.44.101,1751869966,86400,information,,,DHCP Ack log,0100026001,0702111740,,9C:53:22:49:C7:8C,,,,DHCP server sends a DHCPACK,,,,,,,,,,,,,,,,,,,system,,08:32:45,,,,,,event,+0200,,,,,root,,,,,
,,,,,,,,,,,,2025-07-07,FGT80FTK22013405,mg-project-bari,,,,,,,,,1751869983983604790,,,,,,,19900372806008893,,,,,1751869985,,notice,,,FortiGate update succeeded,0100041000,0702111740,,,,,,Fortigate scheduled update fcni=yes fdni=yes fsci=yes from 173.243.142.6:443,,,,,,,,,,,,,,,,,,update,system,,08:33:04,,,,,,event,+0200,,,,,root,,,,,
update,,,,,,,,,,,,2025-07-07,FGT80FTK22013405,mg-project-bari,,,,,,,,,1751870006398001730,,,,,,,19900372806008863,,,,,1751870008,,notice,,,Scanunit reloaded AV Database,0100022813,0702111740,,,,,,scanunit=manager pid=200 cause='signal' AV database reload requested 1 times by updated (pid 202) successful,,,,,,,,,,,,,,,,,,,system,,08:33:26,,,,,,event,+0200,,,,,root,,,,,
,,,,,,,,,,,,2025-07-07,FGT80FTK22013405,mg-project-bari,Ack,,,,,,,,1751870075915698490,,,,,,ArcherAX55,19900372806008887,,,internal1,10.63.44.101,1751870076,86400,information,,,DHCP Ack log,0100026001,0702111740,,9C:53:22:49:C7:8C,,,,DHCP server sends a DHCPACK,,,,,,,,,,,,,,,,,,,system,,08:34:36,,,,,,event,+0200,,,,,root,,,,,
,,,,,,,,,,,,2025-07-07,FGT80FTK22013405,mg-project-bari,Ack,,,,,,,,1751870186256019350,,,,,,ArcherAX55,19900372806008884,,,internal1,10.63.44.101,1751870188,86400,information,,,DHCP Ack log,0100026001,0702111740,,9C:53:22:49:C7:8C,,,,DHCP server sends a DHCPACK,,,,,,,,,,,,,,,,,,,system,,08:36:26,,,,,,event,+0200,,,,,root,,,,,
perf-stats,,,,,,,,1/3,,0,,2025-07-07,FGT80FTK22013405,mg-project-bari,,,0,0,,,,,1751870226507484070,,0,0,,,,19900372806008870,,,,,1751870229,,notice,,,System performance statistics,0100040704,0702111740,,,,41,,Performance statistics: average CPU: 0; memory:  41; concurrent sessions:  50; setup-rate: 0,,,,,,,,,,,,,,,0,,,,system,1231042,08:37:06,,50,,,,event,+0200,,,,,root,,,name=wan1;bytes=1649715941/6980165670;packets=8527555/10908700;,,
,,,,,,,,,,,,2025-07-07,FGT80FTK22013405,mg-project-bari,Ack,,,,,,,,1751870296626422310,,,,,,ArcherAX55,19900372806008860,,,internal1,10.63.44.101,1751870297,86400,information,,,DHCP Ack log,0100026001,0702111740,,9C:53:22:49:C7:8C,,,,DHCP server sends a DHCPACK,,,,,,,,,,,,,,,,,,,system,,08:38:16,,,,,,event,+0200,,,,,root,,,,,
,,,,,,,,,,,,2025-07-07,FGT80FTK22013405,mg-project-bari,Ack,,,,,,,,1751870406956777890,,,,,,ArcherAX55,19900372806008989,,,internal1,10.63.44.101,1751870407,86400,information,,,DHCP Ack log,0100026001,0702111740,,9C:53:22:49:C7:8C,,,,DHCP server sends a DHCPACK,,,,,,,,,,,,,,,,,,,system,,08:40:07,,,,,,event,+0200,,,,,root,,,,,
tunnel-stats,,0,N/A,,,,,,2e6b531f8cb1165a/d3b327f511e45127,,,2025-07-07,FGT80FTK22013405,mg-project-bari,,,,,1230790,,,,1751870487452904430,,,,N/A,,,19900372806008850,,,,,1751870490,,notice,93.64.253.210,500,IPsec tunnel statistics,0101037141,0702111740,,,,,,IPsec tunnel statistics,,600,,wan1,,,202155372,,88.61.48.146,500,,,437647580,,,,,,vpn,,08:41:28,,,2206215695,N/A,ipsec,event,+0200,,,88.61.48.146,N/A,root,,to-pescara-pri,,N/A,N/A
,,,,,,,,,,,,2025-07-07,FGT80FTK22013405,mg-project-bari,Ack,,,,,,,,1751870517317049670,,,,,,ArcherAX55,19900372806008922,,,internal1,10.63.44.101,1751870518,86400,information,,,DHCP Ack log,0100026001,0702111740,,9C:53:22:49:C7:8C,,,,DHCP server sends a DHCPACK,,,,,,,,,,,,,,,,,,,system,,08:41:57,,,,,,event,+0200,,,,,root,,,,,
perf-stats,,,,,,,,3/4,,0,,2025-07-07,FGT80FTK22013405,mg-project-bari,,,0,0,,,,,1751870526527458370,,0,0,,,,19900372806008905,,,,,1751870530,,notice,,,System performance statistics,0100040704,0702111740,,,,41,,Performance statistics: average CPU: 0; memory:  41; concurrent sessions:  52; setup-rate: 1,,,,,,,,,,,,,,,1,,,,system,1231342,08:42:06,,52,,,,event,+0200,,,,,root,,,name=wan1;bytes=1649986693/6980385565;packets=8528866/10910169;,,
,,,,,,,,,,,,2025-07-07,FGT80FTK22013405,mg-project-bari,Ack,,,,,,,,1751870627737442250,,,,,,ArcherAX55,19900372806008890,,,internal1,10.63.44.101,1751870630,86400,information,,,DHCP Ack log,0100026001,0702111740,,9C:53:22:49:C7:8C,,,,DHCP server sends a DHCPACK,,,,,,,,,,,,,,,,,,,system,,08:43:48,,,,,,event,+0200,,,,,root,,,,,
,,,,,,,,,,,,2025-07-07,FGT80FTK22013405,mg-project-bari,Ack,,,,,,,,1751870738087737650,,,,,,ArcherAX55,19900372806008884,,,internal1,10.63.44.101,1751870739,86400,information,,,DHCP Ack log,0100026001,0702111740,,9C:53:22:49:C7:8C,,,,DHCP server sends a DHCPACK,,,,,,,,,,,,,,,,,,,system,,08:45:38,,,,,,event,+0200,,,,,root,,,,,
perf-stats,,,,,,,,2/3,,0,,2025-07-07,FGT80FTK22013405,mg-project-bari,,,0,0,,,,,1751870826537483070,,0,0,,,,19900372806008889,,,,,1751870828,,notice,,,System performance statistics,0100040704,0702111740,,,,41,,Performance statistics: average CPU: 0; memory:  41; concurrent sessions:  49; setup-rate: 0,,,,,,,,,,,,,,,0,,,,system,1231642,08:47:06,,49,,,,event,+0200,,,,,root,,,name=wan1;bytes=1650281298/6980620987;packets=8530224/10911618;,,
,,,,,,,,,,,,2025-07-07,FGT80FTK22013405,mg-project-bari,Ack,,,,,,,,1751870848458068010,,,,,,ArcherAX55,19900372806008869,,,internal1,10.63.44.101,1751870851,86400,information,,,DHCP Ack log,0100026001,0702111740,,9C:53:22:49:C7:8C,,,,DHCP server sends a DHCPACK,,,,,,,,,,,,,,,,,,,system,,08:47:28,,,,,,event,+0200,,,,,root,,,,,
,,,,,,,,,,,,2025-07-07,FGT80FTK22013405,mg-project-bari,Ack,,,,,,,,1751870958871856215,,,,,,ArcherAX55,19900372806008903,,,internal1,10.63.44.101,1751870960,86400,information,,,DHCP Ack log,0100026001,0702111740,,9C:53:22:49:C7:8C,,,,DHCP server sends a DHCPACK,,,,,,,,,,,,,,,,,,,system,,08:49:19,,,,,,event,+0200,,,,,root,,,,,
,FCTEMS_ALL_FORTICLOUD_SERVERS,,,,,,,,,,,2025-07-07,FGT80FTK22013405,mg-project-bari,,,,,,,,,1751870989874045989,,,,,,,19900372806008855,,,,,1751870991,,information,,,Dynamic address updated.,0112053203,0702111740,,,,,,Updated tag FCTEMS_ALL_FORTICLOUD_SERVERS,,,,,,,,,,,,,,,,,,,connector,,08:49:50,,,,,,event,+0200,,,,,root,,,,,
,,,,,,,,,,,,2025-07-07,FGT80FTK22013405,mg-project-bari,Ack,,,,,,,,1751871069225133269,,,,,,ArcherAX55,19900372806008832,,,internal1,10.63.44.101,1751871072,86400,information,,,DHCP Ack log,0100026001,0702111740,,9C:53:22:49:C7:8C,,,,DHCP server sends a DHCPACK,,,,,,,,,,,,,,,,,,,system,,08:51:09,,,,,,event,+0200,,,,,root,,,,,
tunnel-stats,,0,N/A,,,,,,2e6b531f8cb1165a/d3b327f511e45127,,,2025-07-07,FGT80FTK22013405,mg-project-bari,,,,,1231390,,,,1751871087472911469,,,,N/A,,,19900372806008832,,,,,1751871091,,notice,93.64.253.210,500,IPsec tunnel statistics,0101037141,0702111740,,,,,,IPsec tunnel statistics,,600,,wan1,,,202230432,,88.61.48.146,500,,,437819441,,,,,,vpn,,08:51:27,,,2206215695,N/A,ipsec,event,+0200,,,88.61.48.146,N/A,root,,to-pescara-pri,,N/A,N/A
perf-stats,,,,,,,,3/3,,0,,2025-07-07,FGT80FTK22013405,mg-project-bari,,,0,0,,,,,1751871126557413929,,0,0,,,,19900372806008877,,,,,1751871129,,notice,,,System performance statistics,0100040704,0702111740,,,,40,,Performance statistics: average CPU: 0; memory:  40; concurrent sessions:  50; setup-rate: 1,,,,,,,,,,,,,,,1,,,,system,1231942,08:52:07,,50,,,,event,+0200,,,,,root,,,name=wan1;bytes=1650541451/6980832863;packets=8531532/10912971;,,
,,,,,,,,,,,,2025-07-07,FGT80FTK22013405,mg-project-bari,Ack,,,,,,,,1751871179585502049,,,,,,ArcherAX55,19900372806008899,,,internal1,10.63.44.101,1751871182,86400,information,,,DHCP Ack log,0100026001,0702111740,,9C:53:22:49:C7:8C,,,,DHCP server sends a DHCPACK,,,,,,,,,,,,,,,,,,,system,,08:53:00,,,,,,event,+0200,,,,,root,,,,,
,,,,,,,,,,,,2025-07-07,FGT80FTK22013405,mg-project-bari,Ack,,,,,,,,1751871289985841889,,,,,,ArcherAX55,19900372806008927,,,internal1,10.63.44.101,1751871290,86400,information,,,DHCP Ack log,0100026001,0702111740,,9C:53:22:49:C7:8C,,,,DHCP server sends a DHCPACK,,,,,,,,,,,,,,,,,,,system,,08:54:50,,,,,,event,+0200,,,,,root,,,,,
,,,,,,,,,,,,2025-07-07,FGT80FTK22013405,mg-project-bari,Ack,,,,,,,,1751871400336209069,,,,,,ArcherAX55,19900372806008852,,,internal1,10.63.44.101,1751871402,86400,information,,,DHCP Ack log,0100026001,0702111740,,9C:53:22:49:C7:8C,,,,DHCP server sends a DHCPACK,,,,,,,,,,,,,,,,,,,system,,08:56:40,,,,,,event,+0200,,,,,root,,,,,
perf-stats,,,,,,,,2/4,,0,,2025-07-07,FGT80FTK22013405,mg-project-bari,,,0,0,,,,,1751871426577404169,,0,0,,,,19900372806008864,,,,,1751871428,,notice,,,System performance statistics,0100040704,0702111740,,,,40,,Performance statistics: average CPU: 0; memory:  40; concurrent sessions:  47; setup-rate: 0,,,,,,,,,,,,,,,0,,,,system,1232242,08:57:07,,47,,,,event,+0200,,,,,root,,,name=wan1;bytes=1650826218/6981071015;packets=8532879/10914366;,,
,,,,,,,,,,,,2025-07-07,FGT80FTK22013405,mg-project-bari,,,,,,,,,1751871492432975929,,,,,,,19900372806008904,,,internal1,,1751871493,,information,,,DHCP statistics,0100026003,0702111740,,,,,,DHCP statistics,,,,,,,,,,,,,,,,,,,system,,08:58:12,51,,,,,event,+0200,,3,,,root,,,,,
,,,,,,,,,,,,2025-07-07,FGT80FTK22013405,mg-project-bari,Ack,,,,,,,,1751871510756510509,,,,,,ArcherAX55,19900372806008921,,,internal1,10.63.44.101,1751871513,86400,information,,,DHCP Ack log,0100026001,0702111740,,9C:53:22:49:C7:8C,,,,DHCP server sends a DHCPACK,,,,,,,,,,,,,,,,,,,system,,08:58:30,,,,,,event,+0200,,,,,root,,,,,
,,,,,,,,,,,,2025-07-07,FGT80FTK22013405,mg-project-bari,Ack,,,,,,,,1751871621166803809,,,,,,ArcherAX55,19900372806008894,,,internal1,10.63.44.101,1751871622,86400,information,,,DHCP Ack log,0100026001,0702111740,,9C:53:22:49:C7:8C,,,,DHCP server sends a DHCPACK,,,,,,,,,,,,,,,,,,,system,,09:00:21,,,,,,event,+0200,,,,,root,,,,,
tunnel-stats,,0,N/A,,,,,,2e6b531f8cb1165a/d3b327f511e45127,,,2025-07-07,FGT80FTK22013405,mg-project-bari,,,,,1231990,,,,1751871687482903829,,,,N/A,,,19900372806008832,,,,,1751871689,,notice,93.64.253.210,500,IPsec tunnel statistics,0101037141,0702111740,,,,,,IPsec tunnel statistics,,600,,wan1,,,202301482,,88.61.48.146,500,,,437974625,,,,,,vpn,,09:01:27,,,2206215695,N/A,ipsec,event,+0200,,,88.61.48.146,N/A,root,,to-pescara-pri,,N/A,N/A
perf-stats,,,,,,,,5/4,,0,,2025-07-07,FGT80FTK22013405,mg-project-bari,,,0,0,,,,,1751871726587500949,,0,0,,,,19900372806008848,,,,,1751871729,,notice,,,System performance statistics,0100040704,0702111740,,,,40,,Performance statistics: average CPU: 0; memory:  40; concurrent sessions:  47; setup-rate: 0,,,,,,,,,,,,,,,0,,,,system,1232542,09:02:07,,47,,,,event,+0200,,,,,root,,,name=wan1;bytes=1651087756/6981290275;packets=8534160/10915720;,,
,,,,,,,,,,,,2025-07-07,FGT80FTK22013405,mg-project-bari,Ack,,,,,,,,1751871731537205109,,,,,,ArcherAX55,19900372806008930,,,internal1,10.63.44.101,1751871733,86400,information,,,DHCP Ack log,0100026001,0702111740,,9C:53:22:49:C7:8C,,,,DHCP server sends a DHCPACK,,,,,,,,,,,,,,,,,,,system,,09:02:12,,,,,,event,+0200,,,,,root,,,,,
,,,,,,,,,,,,2025-07-07,FGT80FTK22013405,mg-project-bari,,,,,,,,,1751871810088630729,,,,,,,19900372806008859,,,,,1751871814,,notice,,,FortiGate update succeeded,0100041000,0702111740,,,,,,Fortigate scheduled update fcni=yes fdni=yes fsci=yes virdb(93.04428) etdb(93.04428) avai(4.02319) mmdb(93.04428) from 173.243.140.6:443,,,,,,,,,,,,,,,,,,update,system,,09:03:30,,,,,,event,+0200,,,,,root,,,,,
update,,,,,,,,,,,,2025-07-07,FGT80FTK22013405,mg-project-bari,,,,,,,,,1751871834128776789,,,,,,,19900372806008913,,,,,1751871834,,notice,,,Scanunit reloaded AV Database,0100022813,0702111740,,,,,,scanunit=manager pid=200 cause='signal' AV database reload requested 1 times by updated (pid 202) successful,,,,,,,,,,,,,,,,,,,system,,09:03:54,,,,,,event,+0200,,,,,root,,,,,
